,Excluded:,Unnamed: 1,Unnamed: 2,Section,Code,Page,SubCode,Text,Required/Core or Improvement,# of points,Notes,Agronomic Practices,Biosecurity/Sanitation,Planning,Application Restrictions,Education/training,Monitoring,Record-Keeping,Worker Safety,Materials/Waste Mgmt,Prohibited Practice,Prohibited Material,Limited Use Substances,Phase Out,Pesticide Practices,Threshold,Performance Standard,Non-Quantitative Performance Standards,Unnamed: 25,Differentiated Standards,Applies to Small Farms,Applies to Medium Farms ,Applies to Large Farms,CertName,Performance: Improvement,Unnamed: 26,Follow the law,Unnamed: 20,Biosecurity,Unnamed: 23,Unnamed: 24
16,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.3.1,77,a,"Farmers are aware of Integrated Pest Management (IPM) techniques and are implementing at least one activity in each of the following categories • prevention; • observation and monitoring; and, • intervention (including nonchemical and measures to prevent development of pesticide resistance).",Scorecard,5.0,Only 3 points for large farms,at least one non-chemical pest-control tecnnique,at least 1 prevention technique,,,farmers are aware of ipm,at least one monitoring technique,,,,,,,,,,,,,x,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
17,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.3.1,77,b,"Farmers can demonstrate that pesticides are only applied when needed, based on knowledge of pests, weeds, and diseases. Pests, weeds, and diseases on the Fair Trade crop are monitored, and records are kept of pesticide applications.",Scorecard,5.0,Only 3 points for large farms,,,,,,"pests weeds and diseases ""are monitored""",records of all pesticide use,,,,,"vague: ""only when needed""",,,,,,,x,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
18,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,79,a,Pesticides and hazardous materials are applied in a way that minimizes risk of drift and human exposure.,Required,,,,,,,,,,,,,,,,"take measures to minimize drift, sprayer calibration",,,,,x,,x,x,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
19,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,79,a,Pesticides and hazardous materials are applied in a way that minimizes risk of drift and human exposure.,Scorecard,5.0,,,,,,,,,,,,,,,"take measures to minimize drift, sprayer calibration",,,,,x,x,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
20,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,80,b,"Areas where pesticides are applied are signaled, including safe re-entry times.",Required,,,,,,,,,,"re-entry times posted, application areas posted",,,,,,,,,,,,,,x,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
21,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,80,b,"Areas where pesticides are applied are signaled, including safe re-entry times.",Scorecard,5.0,Only 3 points for medium farms,,,,,,,,"re-entry times posted, application areas posted",,,,,,,,,,,x,x,x,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
22,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,80,c,"Pesticides and hazardous materials are stored and transported in a safe manner. They are stored in a separate, safe, and locked room and issued by a qualified person. They have clear labels that indicate contents, warnings, and intended uses.",Required,,,,,,,,,,,"pesticides stored safely, pesticides properly labelled,",,,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
23,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,81,d,"Workers and farmers handling pesticides rinse off their equipment and uniforms in a dedicated area after spraying, and shower after spraying.",Scorecard,,,,,,,,,,dedicated shower and cleaning area,,,,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
24,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.1,81,e,"The mixing and loading of pesticides is undertaken in a separate, wellventilated room or area, and spillages are properly collected and disposed of.",Scorecard,,,,,,,,,,,mixing and loading facilities,,,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
25,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.2,81,a,Pesticides not legally approved for use in the country are not used.,Required,,,,,,,,,,,,,only use legal pesticides,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
26,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.2,82,b,Pesticides listed on Fair Trade USA’s Red List of Prohibited Pesticides are not used on Fair Trade crops.,Required,,,,,,,,,,,,,propreitary list,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
27,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.2,82,c,Pesticides listed on Fair Trade USA’s Yellow List of Restricted Pesticides are used on Fair Trade crops only under specific conditions.,Required,,,,,,,,,,,,,,propreitary list,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
28,,,,"MODULE 4: Biodiversity, Ecosystem Function, and Sustainable Production",4.4.2,82,d,There is a list of pesticides used on all sites that are included in the Fair Trade Certificate.,Required,,,,,,,,,records of all pesticide use,,,,,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
29,,,,SUB-MODULE 4.5: Waste Disposal Does Not Threaten Human Health or the Environment,4.5.1,83,b,Farmers and workers are trained on the impacts of and correct disposal procedures for waste materials identified as 'hazardous.',ScoreCard,5.0,Only 3 points for large farms,,,,,,,,,workers trained in hazmat disposal,,,,,,,,,,x,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
30,,,,SUB-MODULE 4.5: Waste Disposal Does Not Threaten Human Health or the Environment,4.5.3,85,a,There are designated areas for the storage and disposal of hazardous waste at least 200 meters from water bodies.,Required,,,,,,,,,,,hazardous waste disposed of away from water,,,,,,,,,,x,,,x,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
31,,,,SUB-MODULE 4.5: Waste Disposal Does Not Threaten Human Health or the Environment,4.5.3,85,a,There are designated areas for the storage and disposal of hazardous waste at least 200 meters from water bodies.,Scorecard,5.0,Only 3 points for medium farms,,,,,,,,,hazardous waste disposed of away from water,,,,,,,,,,x,x,x,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
32,,,,SUB-MODULE 4.5: Waste Disposal Does Not Threaten Human Health or the Environment,4.5.3,85,c,"Empty pesticide and hazardous material containers are triple-rinsed and punctured, and never reused.",Scorecard,1.0,,,,,,,,,,empty pesticide containers triple-rinsed and punctured,,,,,,,,,,,,,,Fair Trade USA,nan,nan,nan,nan,nan,nan,nan
0,,,,1. Documentation and Training,1.1,2.0,1.0,"The grower documents and monitors all key pressure occurrences on the farm. A key pressure is defined as an agricultural pest, disease, or other challenge that (1) causes region-wide and significant economic damage and (2) requires annual monitoring and treatment. Refer to the LIVE Green List for regional lists of key pressures in vineyards. ",Required,,,,,,,,records of all pests and diseases,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
1,,,,1. Documentation and Training,,2.0,,"The grower uses appropriate cultural and biological control measures consistent with the LIVE Green List, which outlines cultural and biological pest prevention and control methods for key pressures",Required,,,uses cultural and biological controls from propreitary list,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
2,,,,1. Documentation and Training,,2.0,,"  The grower documents all applications of EPA-registered pesticides on the farm—including insecticides, herbicides, fungicides, etc. The LIVE Pesticide Reporting Form is provided as a template and is highly encouraged to use. Please note that foliar fertilizers should be reported on the LIVE Fertilizer Reporting Form, and adjuvants/surfactants should be reported on the LIVE Other Inputs Reporting Form. Refer to item explanation for detailed documentation requirements. ",Required,,,,,,,,records of all pesticide use,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
3,,,,1. Documentation and Training,1.2,3.0,1.0,"A member of the vineyard management team has completed a LIVE general training course, which includes: the LIVE Annual Meeting; any LIVE General Training Sessions; or review of the LIVE Member Training document",Required,,,,,,,complete propreitary training program,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
4,,,,1. Documentation and Training,,3.0,2.0," A member of the vineyard management team has completed at least one qualifying additional training during the year. Additional trainings include any LIVE lecture, wine industry symposium, educational conferences, extension field days, etc",Scorecard,Green,,,,,,attend qualifying trainings,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
5,,,,1. Documentation and Training,,3.0,3.0,"A member of the vineyard management team has completed more than one qualifying additional trainings during the year. Additional trainings include any LIVE lecture, wine industry symposium, educational conferences, extension field days, etc.",Scorecard,Green,,,,,,attend qualifying trainings,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
6,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,3.0,1.0," The grower documents and defines all ecological infrastructures and their surface areas on a farm map. The map shows a clearly defined property line, and describes each ecological infrastructure including dimensions. The surface area of ecological infrastructures totals at least 5% of the property acreage (excluding buildings and managed woodland). Ecological infrastructures are areas of the farm that are either left wild or managed for the express purpose of promoting biodiversity, wildlife corridors, landscape level continuity, and/or habitat for beneficial fauna.  2",Required,,,at least 5% of farm is wild or managed solely for biodiversity,,map of all non-crop areas,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
7,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,3.0,2.0,The grower maintains and/or improves existing ecological infrastructures on the farm,Required,,,health of wild areas maintained,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
8,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,3.0,3.0,  Ecological infrastructures are planned and maintained to achieve spatial continuity and connectivity within the farm. Spatial interruptions between infrastructures receive attention in the farm’s management strategy. ,Required,,,promote connectivity between wild areas,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
9,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,3.0,4.0, Ecological infrastructures connect the farm to surrounding habitat. ,Scorecard,Green,,wild areas connect to surrounding habitat,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
10,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,3.0,5.0,"The grower has established new ecological infrastructure on the farm during the last growing season, either inside the crop area or outside within a 500 foot radius. ",Scorecard,Green,,new habitat areas established,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
11,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,4.0,8.0,The surface area of ecological infrastructures totals at least 25% of the entire farm property acreage (excluding buildings and managed woodland).,Scorecard,Green (4 points),,wild areas of at least 25% of farm property,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
12,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,,9.0,The farm has undergone a regionally appropriate habitat assessment. ,Scorecard,Green,,,,habitat assessment conducted,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
13,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.1,,10.0,The farm is undergoing habitat conservation and/or restoration in a manner consistent with its regional conservation strategy. ,Scorecard,Green,,habitat conservation,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
14,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.2,,1.0,"The grower has identified any potential forage and habitat resources for its desired pest enemies, and has noted the distances between these potential resources and the farm’s crop areas. Please include descriptions and distances in the notes for this item.  ",Required,,,,,,,,grower understands existing natural enemies' habitats,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
15,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.2,,2.0,The grower has implemented at least three practices on the farm from the list of green items below (items 2.2.3-2.2.9). ,Required,,Choose at least 3,"natural areas with >5 native species, beneficial habitat, pollinator food and water sources, nesting boxes and perches, protects bee nesting sites, high biodiversity alley-ways",,vague: takes steps to control weed consistent with ipm,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
16,,,,2 BIODIVERSITY AND ECOLOGICAL INFRASTRUCTURES ,2.3,4.0,1.0,e grower maintains a minimum distance of 30-50 feet between crop area and sensitive off-crop area (see item explanation for examples). The minimum ,Required,,,buffer zones to non-crop areas (>30 ft),,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
17,,,,,2.3,5.0,2.0, G    The minimum distance observed on the farm is 50 feet or more between crop area and sensitive off-crop area,Scorecard,Green,,buffer zones to non-crop areas (>50 ft),,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
18,,,,4 SITE MANAGEMENT,4.1,,2.0,"Less than 50% of the vineyard floor under and between vine rows has been treated with herbicide, or no herbicide was used. ",Required,,,,,,,,,,,,,,herbicide used on <50% of surface,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
19,,,,4 SITE MANAGEMENT,4.1,,3.0, The grower's weed control strategy addresses weed shifts. See item explanation for details on rotating the mode of action for weed control.,Required,,,,,weed control strategy,,,,,,,,,,,moa rotation (herbicides),,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
20,,,,4 SITE MANAGEMENT,4.1,,4.0,The grower has completed the LIVE Weed Survey on all vineyard blocks during an appropriate time of year within the two years prior to use of any residual herbicides listed on the LIVE Yellow List.,Required,,,,,,,,,,,,,,"propreitary list, use weed survey beforehand",,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
21,,,,4 SITE MANAGEMENT,4.1,,,Flail/mulching mowers are only used to chop prunings. All other mowing is done with rotary mower,Scorecard,Green,,,,,,,,,,,,,,,rotary mower,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
22,,,,4 SITE MANAGEMENT,4.1,,,Management of the vineyard floor employs methods that promote biodiversity in a manner consistent with regional conditions,Scorecard,Green,,,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
23,,,,4 SITE MANAGEMENT,4.1,,,The grower uses an alternating mowing regime to promote season-long flowering in the vineyard.,Scorecard,Green,,alternate mowing for year-long flowering,,,,,,,,,,,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
24,,,,4 SITE MANAGEMENT,4.3,,1.0,The grower has completed the LIVE Weed Survey on all vineyard blocks during an appropriate time of year within the two years prior to use of any herbicide(s) listed on the LIVE Yellow List.,Required,Yellow,,,,,,,,,,,,,"propreitary list, use weed survey beforehand",,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
25,,,,4 SITE MANAGEMENT,4.3,,2.0,"Grower limited the use of glyphosate during the growing season on vines four years and older to one or fewer application in LIVE Region 1, or two or fewer applications in LIVE Region 2, not including noxious weed control and fenceline vegetation management.",Required,Yellow,,,,,,,,,,,,,glyphosate only 1x/year,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
26,,,,4 SITE MANAGEMENT,4.3,,3.0,The area treated with herbicide below the grapevines is less than 25% of row spacing,Scorecard,Green,,,,,,,,,,,,,herbicide on less than 25% of row area,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
27,,,,4 SITE MANAGEMENT,4.3,,4.0," Use of glyphosate near vines over four years old is restricted in the current growing season to one or fewer applications for the growing season in LIVE Region 1, or two or fewer applications in LIVE Region 2, not including noxious weed control and fenceline vegetation management. ",Scorecard,Green,,,,,,,,,,,,,glyphosate only 1x/year,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
28,,,,4 SITE MANAGEMENT,4.3,,5.0,"The grower has used no herbicides on the farm in the past two seasons, including but not limited to weed management or vine removal.",Scorecard,Green,,,,,,,,,,,,,no herbicides in last 2 years,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
29,,,,4 SITE MANAGEMENT,4.3,,6.0, The grower has permanently eliminated the use of herbicides from the farm’s viticulture. ,Scorecard,Green,,,,,,,,,,,,all herbicides,,,,,,,,,,,,LIVE,nan,nan,nan,nan,nan,nan,nan
