,PRODUCTNAME,EPAREGISTRATIONNUMBER,PESTICIDEFORM,APPROVEDDATE,CANCELTRANSFERDATE,RESTRICTEDUSEPRODUCT,CONDITIONALLYFLAG,SIGNALWORD,ALTBRANDNAMELIST,COMPANY,AGENT,DISTRIBUTORLIST,FORMULATIONLIST,PESTLIST,SITELIST,PRODUCTMANAGERLIST,TRANSFERLIST,TYPESLIST
1973,EH-1570 HERBICIDE,2217-1008,15,2015-08-07, ,F,Y,Caution,,,,,,,,,,
1974,EH 1543 HERBICIDE,2217-990,12,2013-12-11, ,F,N,Caution,,,,,,,,,,
1975,EH 1544 HERBICIDE,2217-989,12,2013-12-11, ,F,N,Caution,,,,,,,,,,
1976,EH 1542 HERBICIDE,2217-988,12,2013-11-21, ,F,N,Caution,,,,,,,,,,
1977,EH-1513 ORP,2217-964,91,2012-02-23, ,F,N,Caution,,,,,,,,,,
1978,EH-1513 WEED AND FEED,2217-963,  ,2012-02-23, ,F,N,Caution,,,,,,,,,,
1979,EH-1415 ORP,2217-882,04,2005-07-26, ,F,Y,Caution,,,,,,,,,,
1980,EH-1506 HERBICIDE,2217-958,12,2011-07-14, ,F,N,Warning,,,,,,,,,,
1981,EH-1488 HERBICIDE,2217-944,12,2011-02-04, ,F,N,Warning,,,,,,,,,,
1982,EH-1526 HERBICIDE,2217-978,15,2013-01-15, ,F,N,Caution,,,,,,,,,,
1983,EH-1494 HERBICIDE,2217-952,12,2011-07-22, ,F,N,Caution,,,,,,,,,,
1984,EH-1493 HERBICIDE,2217-951,12,2011-07-22, ,F,N,Caution,,,,,,,,,,
1985,EH-1492 HERBICIDE,2217-950,12,2011-07-22, ,F,N,Warning,,,,,,,,,,
1986,EH-1491 HERBICIDE,2217-949,12,2011-07-22, ,F,N,Warning,,,,,,,,,,
1987,EH-1524 HERBICIDE,2217-973,04,2012-07-18, ,F,N,Caution,,,,,,,,,,
1988,EH-1523 WEED AND FEED,2217-972,04,2012-07-18, ,F,N,Caution,,,,,,,,,,
1989,EH 1540 HERBICIDE,2217-985,12,2013-11-18, ,F,N,Caution,,,,,,,,,,
1990,EH 1527 HERBICIDE,2217-976,12,2012-12-21, ,F,N,Caution,,,,,,,,,,
1991,EH 1528 HERBICIDE,2217-975,12,2012-12-21, ,F,N,Caution,,,,,,,,,,
1992,EH-1502 WEED & FEED,2217-970,04,2012-08-23, ,F,N,Caution,,,,,,,,,,
1993,EH-1503 WEED & FEED,2217-969,04,2012-08-23, ,F,N,Caution,,,,,,,,,,
1994,ATRINAL PLANT GROWTH REGULATOR,2217-776,15,1979-03-07, ,F,N,Caution,,,,,,,,,,
1995,ATRINAL NURSERY & GREENHOUSE,2217-932,12,2010-03-16, ,F,N,Caution,,,,,,,,,,
1996,EH 1449 READY-TO-USE,2217-991,16,2013-12-20, ,F,N,Caution,,,,,,,,,,
1997,EH 1539 HERBICIDE ,2217-984,12,2013-11-18, ,F,N,Caution,,,,,,,,,,
1998,EH-1487 HERBICIDE,2217-936,12,2010-05-25, ,F,N,Caution,,,,,,,,,,
1999,EH-1154 WEED AND FEED 21-3-5,2217-799,04,1995-12-05, ,F,Y,Caution,,,,,,,,,,
2000,SAGACITY 10SL,2217-937,15,2010-06-22, ,F,Y,Caution,,,,,,,,,,
2001,EH-1490 BROADLEAF HERBICIDE,2217-948,12,2011-06-13, ,F,N,Caution,,,,,,,,,,
2002,EH-1489 BROADLEAF HERBICIDE,2217-947,12,2011-06-13, ,F,N,Caution,,,,,,,,,,
2003,SAGACITY 20 SG,2217-935,12,2010-03-04, ,F,Y,Caution,,,,,,,,,,
2004,EH-1501 WEED & FEED,2217-968,04,2012-06-08, ,F,N,Caution,,,,,,,,,,
2005,EH-1500 WEED & FEED,2217-967,04,2012-06-08, ,F,N,Caution,,,,,,,,,,
2006,EH-1517 HERBICIDE,2217-962,15,2011-10-11, ,F,N,Danger,,,,,,,,,,
2007,EH-1516 HERBICIDE,2217-961,15,2011-10-11, ,F,N,Danger,,,,,,,,,,
2008,EH-1504 WEED & FEED,2217-957,04,2011-09-15, ,F,N,Caution,,,,,,,,,,
2009,EH-1454 WEED & FEED,2217-956,04,2011-09-15, ,F,N,Caution,,,,,,,,,,
2010,EH-1477 HERBICIDE,2217-933,15,2010-03-25, ,F,Y,Caution,,,,,,,,,,
2011,EH-1514 HERBICIDE,2217-966,12,2012-05-07, ,F,N,Warning,,,,,,,,,,
2012,EH-1515 HERBICIDE,2217-965,12,2012-02-07, ,F,N,Caution,,,,,,,,,,
2013,EH-1473 HERBICIDE,2217-931,12,2010-03-19, ,F,N,Warning,,,,,,,,,,
2014,TRIMEC 899 BROADLEAF HERBICIDE,2217-694,15,1982-10-21, ,F,Y,Danger,,,,,,,,,,
2015,EH-1480 HERBICIDE,2217-939,16,2010-09-29, ,F,N,Caution,,,,,,,,,,
2016,EH-1479 HERBICIDE,2217-938,16,2010-09-29, ,F,N,Caution,,,,,,,,,,
2017,EH-1457 HERBICIDE,2217-954,14,2011-09-15, ,F,N,Caution,,,,,,,,,,
2018,EH-1497 HERBICIDE,2217-953,16,2011-09-15, ,F,N,Caution,,,,,,,,,,
2019,EH-1518 HERBICIDE,2217-959,14,2011-09-15, ,F,N,Danger,,,,,,,,,,
2020,EH-1483 HERBICIDE,2217-941,14,2010-08-06, ,F,N,Caution,,,,,,,,,,
2021,EH-1484 HERBICIDE,2217-940,14,2010-08-06, ,F,N,Caution,,,,,,,,,,
2022,AZADIRACHTIN 1.2% EC INSECTICIDE,2217-836,12,2001-06-25, ,F,Y,Caution,,,,,,,,,,
2023,EH-1485 HERBICIDE,2217-946,12,2011-01-21, ,F,N,Caution,,,,,,,,,,
2024,EH-1482 HERBICIDE,2217-945,14,2011-04-29, ,F,N,Caution,,,,,,,,,,
2025,GORDON'S TRIMEC WEED & FEED FOR SENSITIVE GRASSES,2217-603,04,1972-11-14, ,F,N,Caution,,,,,,,,,,
2026,EH-1472 DILUTABLE,2217-960,14,2011-07-12, ,F,N,Caution,,,,,,,,,,
2027,EH-1475 HERBICIDE,2217-934,04,2010-04-12, ,F,Y,Caution,,,,,,,,,,
2028,EH-1467 HERBICIDE,2217-921,15,2009-01-27, ,F,Y,Warning,,,,,,,,,,
2029,EH-1466 HERBICIDE,2217-920,12,2009-01-15, ,F,Y,Caution,,,,,,,,,,
2030,EH-1464 HERBICIDE,2217-918,15,2008-10-02, ,F,Y,Caution,,,,,,,,,,
2031,EH-1462 HERBICIDE,2217-917,16,2008-10-02, ,F,Y,Caution,,,,,,,,,,
2032,EH-1472 PROFESSIONAL,2217-929,16,2009-10-20, ,F,Y,Caution,,,,,,,,,,
2033,EH-1352 HERBICIDE LIGHT,2217-925,04,2009-04-03, ,F,Y,Caution,,,,,,,,,,
2034,EH-1451 WEED & FEED,2217-913,04,2008-08-05, ,F,Y,Caution,,,,,,,,,,
2035,EH-1451 PROFESSIONAL,2217-912,04,2008-08-05, ,F,Y,Caution,,,,,,,,,,
2036,EH-1465 HERBICIDE,2217-919,15,2008-12-17, ,F,Y,Warning,,,,,,,,,,
2037,EH-1472 HERBICIDE,2217-928,16,2009-10-20, ,F,Y,Caution,,,,,,,,,,
2038,EH-1470 PROFESSIONAL,2217-927,04,2009-08-11, ,F,Y,Caution,,,,,,,,,,
2039,EH-1470 WEED & FEED,2217-926,04,2009-08-11, ,F,Y,Caution,,,,,,,,,,
2040,EH-1468 HERBICIDE,2217-924,12,2009-06-22, ,F,Y,Caution,,,,,,,,,,
2041,EH-1468 ORP,2217-923,12,2009-06-22, ,F,Y,Caution,,,,,,,,,,
2042,DM 899 LIQUID WEED AND FEED II,2217-916,15,2008-06-26, ,F,Y,Caution,,,,,,,,,,
2043,EH-1455 HERBICIDE,2217-915,15,2008-09-17, ,F,Y,Caution,,,,,,,,,,
2044,EH-1456 HERBICIDE,2217-914,16,2008-09-17, ,F,Y,Caution,,,,,,,,,,
2045,EH-1471 HERBICIDE,2217-930,12,2009-12-11, ,F,Y,Caution,,,,,,,,,,
2046,EH-1459 LIQUID WEED AND FEED,2217-911,15,2008-06-11, ,F,Y,Caution,,,,,,,,,,
2047,EH-1437 HERBICIDE,2217-896,15,2006-08-25, ,F,Y,Caution,,,,,,,,,,
2048,EH-1448 HERBICIDE,2217-905,16,2007-05-04, ,F,Y,Caution,,,,,,,,,,
2049,EH-1447 HERBICIDE,2217-904,12,2007-05-04, ,F,Y,Caution,,,,,,,,,,
2050,EH-1446 HERBICIDE,2217-903,12,2007-05-04, ,F,Y,Caution,,,,,,,,,,
2051,EH-1449 HERBICIDE,2217-906,16,2007-08-27, ,F,Y,Caution,,,,,,,,,,
2052,EI-796 INSECTICIDE,2217-908,15,2007-10-02, ,F,Y,Caution,,,,,,,,,,
2053,EH-1369 PROFESSIONAL,2217-907,04,2007-10-17, ,F,Y,Caution,,,,,,,,,,
2054,GRUB-NO-MORE,2217-909,04,2007-09-25, ,F,N,Caution,,,,,,,,,,
2055,EH-1440 HERBICIDE,2217-900,12,2006-10-06, ,F,Y,Caution,,,,,,,,,,
2056,EH-1441 HERBICIDE,2217-899,12,2006-10-06, ,F,Y,Caution,,,,,,,,,,
2057,EH-1442 HERBICIDE,2217-898,12,2006-10-06, ,F,Y,Caution,,,,,,,,,,
2058,EH-1438 HERBICIDE,2217-897,12,2006-09-22, ,F,Y,Caution,,,,,,,,,,
2059,EI-785 INSECTICIDE,2217-902,15,2007-02-05, ,F,Y,Caution,,,,,,,,,,
2060,EH-1434 HERBICIDE,2217-901,15,2007-01-30, ,F,Y,Caution,,,,,,,,,,
2061,EH-1458 HERBICIDE,2217-910,15,2007-12-18, ,F,Y,Caution,,,,,,,,,,
2062,EH-1418 HERBICIDE,2217-876,16,2004-10-28, ,F,Y,Caution,,,,,,,,,,
2063,EH-1432 HERBICIDE,2217-894,15,2006-04-21, ,F,Y,Caution,,,,,,,,,,
2064,EH-1423 HERBICIDE,2217-893,16,2006-03-22, ,F,Y,Caution,,,,,,,,,,
2065,EH-1422 HERBICIDE,2217-892,15,2006-03-22, ,F,Y,Caution,,,,,,,,,,
2066,EH-1421 HERBICIDE,2217-891,15,2006-03-23, ,F,Y,Danger,,,,,,,,,,
2067,EH-1425 HERBICIDE,2217-888,15,2006-01-18, ,F,Y,Warning,,,,,,,,,,
2068,EH-1428 HERBICIDE,2217-887,16,2006-01-18, ,F,Y,Caution,,,,,,,,,,
2069,EH-1427 HERBICIDE,2217-886,15,2006-01-18, ,F,Y,Caution,,,,,,,,,,
2070,EH-1426 HERBICIDE,2217-885,15,2006-01-18, ,F,Y,Caution,,,,,,,,,,
2071,EH-1417 HERBICIDE,2217-880,15,2004-10-08, ,F,Y,Caution,,,,,,,,,,
2072,EH-1415 WEED AND FEED,2217-883,04,2005-07-27, ,F,Y,Caution,,,,,,,,,,
2073,EH-1412 PROFESSIONAL,2217-889,12,2005-09-16, ,F,Y,Warning,,,,,,,,,,
2074,EH-1414 WEED AND FEED,2217-884,04,2005-08-11, ,F,Y,Caution,,,,,,,,,,
2075,EH-1412 HERBICIDE,2217-878,02,2005-03-17, ,F,Y,Warning,,,,,,,,,,
2076,EH-1419 HERBICIDE,2217-877,16,2005-04-15, ,F,Y,Caution,,,,,,,,,,
2077,EH-1413 PROFESSIONAL,2217-895,12,2005-12-07, ,F,Y,Danger,,,,,,,,,,
2078,EH-1433 WEED AND FEED,2217-890,04,2005-10-28, ,F,Y,Caution,,,,,,,,,,
2079,EH-1413 HERBICIDE,2217-879,  ,2005-07-22, ,F,Y,Danger,,,,,,,,,,
2080,EH-1416 HERBICIDE,2217-875,15,2004-12-09, ,F,Y,Caution,,,,,,,,,,
2081,EH-1407 HERBICIDE,2217-868,04,2003-12-02, ,F,Y,Caution,,,,,,,,,,
2082,EH 1409 HERBICIDE,2217-871,12,2004-11-19, ,F,Y,Caution,,,,,,,,,,
2083,EH-1406 HERBICIDE,2217-867,15,2004-10-29, ,F,Y,Danger,,,,,,,,,,
2084,MUP CODE 243,2217-870,02,2004-09-09, ,F,Y,Danger,,,,,,,,,,
2085,EH 1408 HERBICIDE,2217-869,12,2004-11-19, ,F,Y,Caution,,,,,,,,,,
2086,EH-1410 HERBICIDE,2217-873,12,2004-05-28, ,F,Y,Caution,,,,,,,,,,
2087,EH-1411 HERBICIDE,2217-874,12,2005-05-24, ,F,Y,Caution,,,,,,,,,,
2088,EH-1405 HERBICIDE,2217-866,15,2004-12-14, ,F,Y,Danger,,,,,,,,,,
2089,1386 RESIDENTIAL HERBICIDE,2217-872,15,2004-01-21, ,F,N,Caution,,,,,,,,,,
2090,EH-1402 HERBICIDE,2217-858,04,2003-06-27, ,F,Y,Caution,,,,,,,,,,
2091,EI-791 INSECTICIDE,2217-857,91,2004-09-24, ,F,N,Caution,,,,,,,,,,
2092,EH 1404 HERBICIDE,2217-865,16,2004-03-19, ,F,Y,Caution,,,,,,,,,,
2093,1381 EC RESIDENTIAL,2217-864,12,2004-03-03, ,F,Y,Caution,,,,,,,,,,
2094,EH-1403 HERBICIDE,2217-863,12,2004-08-13, ,F,Y,Caution,,,,,,,,,,
2095,EH-1349 HERBICIDE,2217-823,15,2003-09-29, ,F,Y,Warning,,,,,,,,,,
2096,EI-792 INSECTICIDE,2217-861,16,2003-08-26, ,F,Y,Caution,,,,,,,,,,
2097,EH-1401 HERBICIDE,2217-859,04,2002-12-02, ,F,N,Caution,,,,,,,,,,
2098,CARFENTRAZONE-ETHYL 40DF HERBICIDE,2217-832,11,2001-09-27, ,F,Y,Caution,,,,,,,,,,
2099,EH 1329 WEED AND FEED,2217-812,04,1996-12-12, ,F,Y,Caution,,,,,,,,,,
2100,EH-1390 HERBICIDE,2217-843,16,2001-08-28, ,F,Y,Caution,,,,,,,,,,
2101,EH-1385,2217-842,16,2001-05-07, ,F,Y,Caution,,,,,,,,,,
2102,EH-1384,2217-841,16,2001-05-07, ,F,Y,Caution,,,,,,,,,,
2103,EI-783 INSECTICIDE,2217-837,12,2001-06-25, ,F,N,Caution,,,,,,,,,,
2104,SPEED ZONE ST.AUGUSTINE FORMULA BROADLEAF HERBICIDE,2217-835,12,2001-09-27, ,F,Y,Caution,,,,,,,,,,
2105,POWER ZONE BROADLEAF HERBICIDE FOR TURF,2217-834,12,2001-09-27, ,F,Y,Caution,,,,,,,,,,
2106,SPEED ZONE BROADLEAF HERBICIDE,2217-833,  ,2001-09-27, ,F,Y,Caution,,,,,,,,,,
2107,GORDON'S PERMETHRIN-10 LIVESTOCK AND PREMISE SPRAY,2217-853,12,2002-04-09, ,F,Y,Warning,,,,,,,,,,
2108,EH1351 WEED AND FEED,2217-818,04,1998-06-15, ,F,Y,Caution,,,,,,,,,,
2109,EH1350 WEED AND FEED,2217-817,04,1998-01-23, ,F,N,Caution,,,,,,,,,,
2110,EH1369 WEED & FEED,2217-827,04,2001-03-23, ,F,Y,Caution,,,,,,,,,,
2111,GORDON'S PEST KILLER,2217-826,16,1999-06-16, ,F,Y,Caution,,,,,,,,,,
2112,GORDON'S MULTI-PURPOSE INSECTICIDE,2217-825,16,1999-06-15, ,F,Y,Caution,,,,,,,,,,
2113,EH-1394 HERBICIDE,2217-852,15,2002-01-24, ,F,Y,Caution,,,,,,,,,,
2114,EH-1397 HERBICIDE,2217-851,12,2002-03-13, ,F,Y,Danger,,,,,,,,,,
2115,EH-1389 HERBICIDE,2217-850,15,2001-10-17, ,F,Y,Caution,,,,,,,,,,
2116,EH-1395 HERBICIDE,2217-849,15,2002-01-29, ,F,Y,Danger,,,,,,,,,,
2117,EH-1396 HERBICIDE,2217-848,15,2002-05-15, ,F,Y,Danger,,,,,,,,,,
2118,BOUNDARY INDOOR/OUTDOOR DOG AND CAT REPELLENT PUMP SPRAY,2217-943,12,1999-02-03, ,F,Y,Caution,,,,,,,,,,
2119,EH1352 WEED & FEED,2217-819,04,1998-04-10, ,F,Y,Caution,,,,,,,,,,
2120,EI 782,2217-831,16,2000-08-07, ,F,Y,Caution,,,,,,,,,,
2121,3-D BRUSH KILLER,2217-824,12,1998-05-20, ,F,Y,Warning,,,,,,,,,,
2122,EH-1387 HERBICIDE,2217-847,15,2001-11-28, ,F,Y,Caution,,,,,,,,,,
2123,EH 1388 HERBICIDE,2217-846,15,2001-09-24, ,F,Y,Caution,,,,,,,,,,
2124,EH-1386 HERBICIDE,2217-845,21,2002-01-24, ,F,Y,Caution,,,,,,,,,,
2125,EH1328 WEED AND FEED,2217-811,04,1996-12-12, ,F,Y,Caution,,,,,,,,,,
2126,EH-1391 HERBICIDE,2217-844,16,2001-08-28, ,F,Y,Caution,,,,,,,,,,
2127,EH1314 HERBICIDE,2217-814,06,1997-07-28, ,F,Y,Danger,,,,,,,,,,
2128,EH 1330 HERBICIDE,2217-813,15,1997-08-28, ,F,Y,Danger,,,,,,,,,,
2129,EH1368 WEED & FEED,2217-828,04,2001-03-26, ,F,Y,Caution,,,,,,,,,,
2130,EH1377 HERBICIDE,2217-829,16,2000-09-07, ,F,Y,Caution,,,,,,,,,,
2131,EH1149 HERBICIDE,2217-820,15,1998-06-15, ,F,Y,Caution,,,,,,,,,,
2132,1382 EC RESIDENTIAL HERBICIDE,2217-855,  ,2002-09-24, ,F,Y,Caution,,,,,,,,,,
2133,EH-1400 HERBICIDE,2217-856,04,2003-02-20, ,F,Y,Caution,,,,,,,,,,
2134,EH1346 HERBICIDE,2217-816,15,1999-02-23, ,F,Y,Danger,,,,,,,,,,
2135,GORDON'S TRIPLEX 24-4-8,2217-795,04,1993-09-07, ,F,Y,Caution,,,,,,,,,,
2136,GORDON'S GRANULAR 33 1/2,2217-794,04,1993-09-07, ,F,Y,Caution,,,,,,,,,,
2137,PRE-SAN 7G,2217-778,04,1987-07-17, ,F,N,Caution,,,,,,,,,,
2138,GORDON'S BROADLEAF & DANDELION LAWN WEED KILLER,2217-507,15,1970-03-12, ,F,N,Warning,,,,,,,,,,
2139,TRIMEC 869 HERBICIDE,2217-493,15,1969-06-09, ,F,Y,Danger,,,,,,,,,,
2140,QUADMEC TURF HERBICIDE,2217-709,15,1985-12-30, ,F,Y,Warning,,,,,,,,,,
2141,"TECHNICAL 2,4-DICHLOROPHENOXYACETIC ACID, 2-ETHYLHEXYL ESTER",2217-706,01,1983-12-06, ,F,N,Caution,,,,,,,,,,
2142,ACME HI-DEP HERBICIDE,2217-703,15,1984-12-20, ,F,Y,Danger,,,,,,,,,,
2143,"GORDON'S 2,4-D WEED & FEED",2217-697,04,1983-03-09, ,F,Y,Caution,,,,,,,,,,
2144,TRIMEC LAWN WEED KILLER FOR SOUTHERN OR NORTHERN GRASSES,2217-695,15,1982-11-30, ,F,Y,Caution,,,,,,,,,,
2145,TRIMEC LIQUID WEED & FEED,2217-681,15,1982-09-02, ,F,Y,Caution,,,,,,,,,,
2146,GORDON'S MECOMEC 4,2217-674,12,1982-05-06, ,F,Y,Danger,,,,,,,,,,
2147,"GORDON'S AMINE 600 2,4-D WEED KILLER",2217-668,15,1982-04-30, ,F,Y,Danger,,,,,,,,,,
2148,GORDON'S TRIMEC WEED & FEED FOR SOUTHERN LAWNS,2217-661,04,1982-09-08, ,F,Y,Caution,,,,,,,,,,
2149,GORDON'S TRIMEC WEED & FEED 33 1/2,2217-660,04,1982-01-26, ,F,Y,Caution,,,,,,,,,,
2150,GORDON'S TRIMEC WEED AND FEED 27,2217-658,04,1982-01-26, ,F,Y,Caution,,,,,,,,,,
2151,GORDON'S TRIMEC WEEDER GRANULES L,2217-657,04,1982-04-08, ,F,Y,Caution,,,,,,,,,,
2152,TRIMEC 992 BROADLEAF HERBICIDE,2217-656,15,1982-04-22, ,F,Y,Danger,,,,,,,,,,
2153,GORDON'S TRIMEC BROADLEAF HERBICIDE FOR SENSITIVE GRASSES,2217-655,15,1982-03-01, ,F,Y,Danger,,,,,,,,,,
2154,TRIMEC 800 HERBICIDE,2217-651,12,1981-08-05, ,F,Y,Warning,,,,,,,,,,
2155,GORDON'S TRIMEC WEED & FEED 24B,2217-643,04,1981-09-03, ,F,Y,Caution,,,,,,,,,,
2156,GORDON'S TRIMEC 849 GENERAL BROADLEAF LAWN HERBICIDE,2217-597,15,1972-06-19, ,F,N,Caution,,,,,,,,,,
2157,GORDON'S BROADLEAF AND POISON IVY SPOT-WEEDER,2217-585,16,1972-07-27, ,F,N,Caution,,,,,,,,,,
2158,GORDON'S TRIMEC WEED & FEED 24,2217-581,04,1972-03-28, ,F,N,Caution,,,,,,,,,,
2159,GORDON'S TRIMEC WEED & FEED 20,2217-580,04,1972-04-03, ,F,N,Caution,,,,,,,,,,
2160,GORDON'S TRIMEC WEEDER GRANULES,2217-640,04,1981-03-05, ,F,Y,Caution,,,,,,,,,,
2161,TRIMEC 875 HERBICIDE,2217-639,15,1980-09-26, ,F,Y,Danger,,,,,,,,,,
2162,GORDON'S WEEDER GRANULES,2217-480,04,1968-12-04, ,F,N,Caution,,,,,,,,,,
2163,"2,4-DICHLOROPHENOXYACETIC ACID",2217-455,01,1967-10-27, ,F,N,Danger,,,,,,,,,,
2164,"600 LV 2,4-D WEED KILLER A LOW VOLATILE ESTER",2217-413,12,1966-08-26, ,F,Y,Caution,,,,,,,,,,
2165,GORDON'S MCPA AMINE 4,2217-362,12,1963-05-28, ,F,Y,Danger,,,,,,,,,,
2166,GORDON'S TRIMEC WEED & FEED 30 24-4-8,2217-579,04,1972-05-30, ,F,N,Caution,,,,,,,,,,
2167,EH1148 HERBICIDE,2217-796,15,1996-07-31, ,F,Y,Warning,,,,,,,,,,
2168,EH1180 HERBICIDE,2217-803,12,1997-05-08, ,F,Y,Danger,,,,,,,,,,
2169,EH1153 WEED AND FEED 21-3-5,2217-798,04,1995-12-05, ,F,Y,Caution,,,,,,,,,,
2170,TRIMEC 873 HERBICIDE,2217-488,15,1969-04-24, ,F,Y,Danger,,,,,,,,,,
2171,TRIMEC 937 HERBICIDE,2217-758,12,1988-09-20, ,F,Y,Warning,,,,,,,,,,
2172,TRIMEC 973 WEED & FEED,2217-754,04,1988-06-21, ,F,Y,Caution,,,,,,,,,,
2173,TRIMEC 970 WEED & FEED,2217-753,04,1988-06-21, ,F,Y,Caution,,,,,,,,,,
2174,DM 969 LIQUID WEED & FEED,2217-752,15,1988-06-21, ,F,Y,Caution,,,,,,,,,,
2175,EH 951 GRASS HERBICIDE,2217-751,12,1988-06-06, ,F,Y,Caution,,,,,,,,,,
2176,TRIMEC 932 TURF HERBICIDE,2217-749,15,1988-07-11, ,F,Y,Danger,,,,,,,,,,
2177,TRIMEC 914 READY-TO-USE BRUSH KILLER,2217-746,16,1988-02-17, ,F,Y,Caution,,,,,,,,,,
2178,DMDP 898 LIQUID WEED & FEED,2217-741,15,1988-01-26, ,F,Y,Caution,,,,,,,,,,
2179,DMDP 897,2217-740,15,1988-01-13, ,F,Y,Danger,,,,,,,,,,
2180,DM 896,2217-739,15,1988-01-22, ,F,Y,Danger,,,,,,,,,,
2181,ORNAMEC,2217-728,12,1987-05-07, ,F,N,Caution,,,,,,,,,,
2182,TRIMEC SOUTHERN LIQUID WEED & FEED 25-0-0,2217-725,15,1987-04-27, ,F,Y,Caution,,,,,,,,,,
2183,TRIMEC NORTHERN LIQUID WEED & FEED 25-0-0,2217-724,15,1987-04-27, ,F,Y,Caution,,,,,,,,,,
2184,TRIMEC LIQUID WEED & FEED FOR SENSITIVE GRASSES,2217-716,16,1985-10-25, ,F,Y,Caution,,,,,,,,,,
2185,TRIMEC LAF 637 BROADLEAF HERBICIDE,2217-710,15,1985-09-17, ,F,Y,Danger,,,,,,,,,,
2186,TRIMEC 878 HERBICIDE,2217-571,15,1972-01-13, ,F,Y,Danger,,,,,,,,,,
2187,GORDON'S TRIMEC ST. AUGUSTINEGRASS BROADLEAF HERBICIDE,2217-570,15,1971-08-24, ,F,N,Caution,,,,,,,,,,
2188,TRIMEC D.M.B. #2 TURF HERBICIDE,2217-566,12,1971-10-14, ,F,N,Danger,,,,,,,,,,
2189,GORDON'S TRIMEC WEED & FEED 15,2217-563,04,1971-08-16, ,F,N,Caution,,,,,,,,,,
2190,WEED-'N-FEED 6,2217-561,04,1971-10-18, ,F,Y,Caution,,,,,,,,,,
2191,WEED-'N-FEED 5,2217-560,04,1971-10-14, ,F,N,Caution,,,,,,,,,,
2192,GORDON'S TRIMEC WEED AND FEED 4,2217-559,04,1971-10-05, ,F,N,Caution,,,,,,,,,,
2193,TRIMEC HERBICIDE,2217-543,  ,1970-12-07, ,F,N,Danger,,,,,,,,,,
2194,GORDON'S BL 6000 LAWN WEED KILLER,2217-540,15,1970-11-16, ,F,N,Caution,,,,,,,,,,
2195,GORDON'S BL 8000 LAWN WEED KILLER,2217-539,15,1971-01-05, ,F,N,Caution,,,,,,,,,,
2196,GORDON'S TRIMEC SPOT WEEDER,2217-537,16,1972-10-19, ,F,N,Caution,,,,,,,,,,
2197,GORDON'S BROADLEAF WEED & BRUSH KILLER 879,2217-536,15,1971-01-05, ,F,Y,Caution,,,,,,,,,,
2198,TRIMEC 13 WEED'N-FEED,2217-532,04,1970-12-04, ,F,N,Caution,,,,,,,,,,
2199,TRIMEC 848 HERBICIDE,2217-531,15,1970-11-02, ,F,Y,Danger,,,,,,,,,,
2200,TRIMEC BROADLEAF HERBICIDE BENTGRASS FORMULA,2217-529,15,1971-12-10, ,F,N,Caution,,,,,,,,,,
2201,TRIMEC 891 BROADLEAF HERBICIDE,2217-517,15,1970-04-13, ,F,N,Danger,,,,,,,,,,
2202,MECOPROP-P TECHNICAL ACID,2217-955,01,1995-10-20, ,F,Y,Danger,,,,,,,,,,
2203,TRIMEC HERBICIDE FOR TRANSITION TURFGRASSES,2217-602,15,1972-11-14, ,F,Y,Danger,,,,,,,,,,
2204,GORDON'S TRIPLE PLAY,2217-805,04,1996-02-22, ,F,Y,Caution,,,,,,,,,,
2205,GORDON'S TRIMEC DMA HERBICIDE + TURF FERTILIZER,2217-806,04,1996-02-05, ,F,Y,Caution,,,,,,,,,,
2206,ACME AGRICULTURAL PRODUCTS NOROSAC 4G DICHLOBENIL HERBICIDE,2217-675,04,1982-08-25, ,F,Y,Caution,,,,,,,,,,
2207,BETAMEC 4 PRE-EMERGENCE GRASS KILLER,2217-696,12,1982-11-30, ,F,N,Caution,,,,,,,,,,
2208,NOROSAC 4G DICHLOBENIL GRANULES,2217-682,04,1982-07-30, ,F,Y,Caution,,,,,,,,,,
2209,BARRIER 2% DICHLOBENIL GRANULES,2217-678,04,1982-08-25, ,F,Y,Caution,,,,,,,,,,
2210,GORDON'S CHEMICALS PERMANONE GENERAL PURPOSE AQUEOUS INSECTICIDE II,2217-781,12,1992-09-29, ,F,Y,Caution,,,,,,,,,,
2211,GORDON'S STABLE AND KENNEL SPRAY,2217-782,16,1992-08-10, ,F,Y,Caution,,,,,,,,,,
2212,ACME AQUEOUS PYRENONE GARDEN SPRAY,2217-783,16,1992-08-10, ,F,Y,Caution,,,,,,,,,,
2213,CASORON 50W DICHLOBENIL HERBICIDE,2217-676,06,1982-08-25, ,F,Y,Caution,,,,,,,,,,
2214,"LV 400 2,4-D WEED KILLER",2217-77,12,1952-04-29, ,F,Y,Caution,,,,,,,,,,
2215,"AMINE 400 2,4-D WEED KILLER",2217-2,15,1949-03-07, ,F,N,Danger,,,,,,,,,,
2216,TRIMEC 959 BROADLEAF HERBICIDE,2217-773,15,1992-05-21, ,F,Y,Danger,,,,,,,,,,
2217,BOUNDARY INDOOR/OUTDOOR CAT AND DOG REPELLENT,2217-942,19,1974-02-11, ,F,N,Caution,,,,,,,,,,
2218,EH 1068 TRIMEC ESTER,2217-774,12,1993-08-30, ,F,Y,Caution,,,,,,,,,,
2219,EH 1073 TRIMEC ESTER,2217-775,12,1994-07-15, ,F,Y,Warning,,,,,,,,,,
